Text,Topic,Emotion
Hôm nay Giải được bài đồ án niên luận khó nhất lớp mn ơi,Học tập,Hào hứng
Nay Làm đồ án với mạng ảo Kathara mà code không chạy haha,Khoa học & Công nghệ,Căng thẳng
Thề luôn Lỡ tay xóa mất Ubuntu dual boot không cứu được :((,Khoa học & Công nghệ,Buồn rầu
Pha ly cà phê ngồi xem phim Donghua ngắm phố phường hihi,Đời sống thường ngày,Thư giãn
Cuối tuần đi nghe nhạc hít thở không khí trong lành hihi,Đời sống thường ngày,Thư giãn
Đang Làm ván Valorant cho nhẹ đầu thật sự,Giải trí & Gaming,Thư giãn
Tự nhiên Chơi Return of the Disaster-Class Hero bị giật lag ping cao bực mình ae ạ,Giải trí & Gaming,Căng thẳng
Tự nhiên Cài đặt lab cho đồ án niên luận phức tạp ghê chán,Học tập,Căng thẳng
"Hôm nay Hôm nay xui xẻo, lỡ làm ăn quán vỉa hè hỏng :((",Đời sống thường ngày,Buồn rầu
Hôm nay Làm ván OBS stream cho nhẹ đầu thật sự,Giải trí & Gaming,Thư giãn
Nay Vừa thắng chuỗi trận chuột FPS cảm giác yomost hihi,Giải trí & Gaming,Hào hứng
Thề luôn Vừa fix xong bug database Firebase mừng rớt nước mắt mn ơi,Khoa học & Công nghệ,Hào hứng
Nay Vừa thắng chuỗi trận Valorant cảm giác yomost hihi,Giải trí & Gaming,Hào hứng
Đang Vừa thắng chuỗi trận OBS stream cảm giác yomost thật sự,Giải trí & Gaming,Hào hứng
Lỡ tay xóa mất PSU 650W không cứu được,Khoa học & Công nghệ,Buồn rầu
Cuối tuần đi ăn quán vỉa hè hít thở không khí trong lành :((,Đời sống thường ngày,Thư giãn
Đang Đọc liền tù tì bộ truyện Manhwa cuốn quá :((,Giải trí & Gaming,Thư giãn
"Đang Cuối tháng hết tiền, phải dạo phố cho qua ngày thật sự",Đời sống thường ngày,Buồn rầu
Hôm nay Bug Ubuntu dual boot fix cả đêm chưa xong trầm cảm,Khoa học & Công nghệ,Căng thẳng
Thề luôn Đi chơi chuột FPS với anh em cười đau bụng,Giải trí & Gaming,Hào hứng
Thề luôn Mở được nhân vật xịn trong rank Kim Cương bá cháy chán,Giải trí & Gaming,Hào hứng
Tự nhiên Deadline môn CT179 dí sấp mặt haha,Học tập,Căng thẳng
Cuối tuần đi xem phim Donghua hít thở không khí trong lành chán,Đời sống thường ngày,Thư giãn
Đang Thuyết trình đồ án niên luận thành công rực rỡ,Học tập,Hào hứng
Nay Cuối tuần đi ngủ nướng hít thở không khí trong lành :((,Đời sống thường ngày,Thư giãn
Nay Cuối tuần ngồi chơi Valorant chill chill ae ạ,Giải trí & Gaming,Thư giãn
Nay Gánh team còng lưng trong Minecraft mn ơi,Giải trí & Gaming,Hào hứng
Hôm nay Nay mới tậu Ubuntu dual boot dùng sướng vãi haha,Khoa học & Công nghệ,Hào hứng
Đang Bug code React fix cả đêm chưa xong trầm cảm hihi,Khoa học & Công nghệ,Căng thẳng
Tự nhiên Chuỗi thua OBS stream tụt rank thảm hại chán,Giải trí & Gaming,Căng thẳng
Tự nhiên Cuối tuần ngồi chơi rank Kim Cương chill chill thật sự,Giải trí & Gaming,Thư giãn
Nay Làm bài tập viết báo cáo với team mệt mỏi quá thật sự,Học tập,Căng thẳng
Thề luôn Ping chuột FPS nhảy lên 999ms nản luôn :((,Giải trí & Gaming,Căng thẳng
Bị điểm thấp bài kiểm tra bài tập nhóm chán chả buồn nói mn ơi,Học tập,Buồn rầu
Tự nhiên Bị điểm thấp bài kiểm tra đồ án niên luận chán chả buồn nói,Học tập,Buồn rầu
Nay Mai thi môn bảo vệ đề tài mà chưa chữ nào vào đầu,Học tập,Căng thẳng
Đang Chuỗi thua OBS stream tụt rank thảm hại ae ạ,Giải trí & Gaming,Căng thẳng
Tự nhiên Học thực tập mạng khó hiểu quá chắc tạch :((,Học tập,Buồn rầu
Nay Mai thi môn Quản trị hệ thống mà chưa chữ nào vào đầu thật sự,Học tập,Căng thẳng
Nay Giải được bài thực tập mạng khó nhất lớp hihi,Học tập,Hào hứng
Tự nhiên Làm đồ án với mạng ảo Kathara mà code không chạy quá,Khoa học & Công nghệ,Căng thẳng
Tự nhiên Cày truyện Manhwa giải trí sau giờ học mn ơi,Giải trí & Gaming,Thư giãn
Cuối cùng cũng qua môn viết báo cáo haha,Học tập,Hào hứng
Tự nhiên Vừa thắng chuỗi trận Return of the Disaster-Class Hero cảm giác yomost mn ơi,Giải trí & Gaming,Hào hứng
Đang Deadline môn thực tập mạng dí sấp mặt :((,Học tập,Căng thẳng
Nay Test thành công hệ thống CentOS hihi,Khoa học & Công nghệ,Hào hứng
"Hôm nay xui xẻo, lỡ làm dạo phố hỏng :((",Đời sống thường ngày,Buồn rầu
Vừa fix xong bug Ubuntu dual boot mừng rớt nước mắt :((,Khoa học & Công nghệ,Hào hứng
Nay Bug code PHP fix cả đêm chưa xong trầm cảm mn ơi,Khoa học & Công nghệ,Căng thẳng
Tự nhiên Hôm nay trời đẹp đi nghe nhạc quá xá đã chán,Đời sống thường ngày,Vui vẻ
Tự nhiên Lỡ tay xóa mất CentOS không cứu được hihi,Khoa học & Công nghệ,Buồn rầu
Vừa thắng chuỗi trận Minecraft cảm giác yomost quá,Giải trí & Gaming,Hào hứng
Giải được bài viết báo cáo khó nhất lớp mn ơi,Học tập,Hào hứng
Nay Bug database Firebase fix cả đêm chưa xong trầm cảm :((,Khoa học & Công nghệ,Căng thẳng
Nay Bug code React fix cả đêm chưa xong trầm cảm mn ơi,Khoa học & Công nghệ,Căng thẳng
Hôm nay Pha ly cà phê ngồi dạo phố ngắm phố phường hihi,Đời sống thường ngày,Thư giãn
Đang Gánh team còng lưng trong OBS stream quá,Giải trí & Gaming,Hào hứng
Ping Valorant nhảy lên 999ms nản luôn quá,Giải trí & Gaming,Căng thẳng
Hôm nay Làm ván truyện Manhwa cho nhẹ đầu mn ơi,Giải trí & Gaming,Thư giãn
Thề luôn Test thành công hệ thống code PHP mn ơi,Khoa học & Công nghệ,Hào hứng
Hôm nay Thuyết trình bảo vệ đề tài thành công rực rỡ thật sự,Học tập,Hào hứng
"Nay Rớt môn viết báo cáo rồi, buồn quá ae ạ",Học tập,Buồn rầu
Thề luôn Nay mới tậu server Linux dùng sướng vãi ae ạ,Khoa học & Công nghệ,Hào hứng
Tự nhiên Làm ván Valorant cho nhẹ đầu chán,Giải trí & Gaming,Thư giãn
Tự nhiên Bug mạng ảo Kathara fix cả đêm chưa xong trầm cảm ae ạ,Khoa học & Công nghệ,Căng thẳng
"Đang Cuối tháng hết tiền, phải ăn mì tôm cho qua ngày mn ơi",Đời sống thường ngày,Buồn rầu
Nay Mới được nhận lương đi xem phim Donghua thôi hihi,Đời sống thường ngày,Vui vẻ
Gặp lại bạn cũ đi chạy xe quanh Cần Thơ cười thả ga,Đời sống thường ngày,Vui vẻ
Tự nhiên Sáng sớm dậy uống cà phê thấy lòng bình yên hihi,Đời sống thường ngày,Thư giãn
Nay Cuối tuần ngồi chơi Minecraft chill chill thật sự,Giải trí & Gaming,Thư giãn
Nay Pha ly cà phê ngồi uống cà phê ngắm phố phường chán,Đời sống thường ngày,Thư giãn
Đang Làm ván Valorant cho nhẹ đầu thật sự,Giải trí & Gaming,Thư giãn
Thề luôn Chuỗi thua truyện Manhwa tụt rank thảm hại ae ạ,Giải trí & Gaming,Căng thẳng
Đang Bị điểm thấp bài kiểm tra cấu hình Router chán chả buồn nói chán,Học tập,Buồn rầu
Nay Gánh team còng lưng trong rank Kim Cương,Giải trí & Gaming,Hào hứng
Tự nhiên Trời mưa nằm nhà chạy xe quanh Cần Thơ là sướng nhất :((,Đời sống thường ngày,Thư giãn
Hôm nay Sáng sớm dậy ăn mì tôm thấy lòng bình yên ae ạ,Đời sống thường ngày,Thư giãn
"Hôm nay xui xẻo, lỡ làm ngủ nướng hỏng hihi",Đời sống thường ngày,Buồn rầu
Đang Trời mưa ngập đường không đi chạy xe quanh Cần Thơ được chán quá,Đời sống thường ngày,Buồn rầu
Đang Chơi Return of the Disaster-Class Hero bị giật lag ping cao bực mình haha,Giải trí & Gaming,Căng thẳng
Nay Học cấu hình Router khó hiểu quá chắc tạch mn ơi,Học tập,Buồn rầu
Nay Gặp lại bạn cũ đi nghe nhạc cười thả ga chán,Đời sống thường ngày,Vui vẻ
Đang Nay mới tậu code React dùng sướng vãi mn ơi,Khoa học & Công nghệ,Hào hứng
"Thề luôn Rớt môn bài tập nhóm rồi, buồn quá :((",Học tập,Buồn rầu
Thề luôn Nay mới tậu CentOS dùng sướng vãi :((,Khoa học & Công nghệ,Hào hứng
Đang Cài đặt lab cho đồ án niên luận phức tạp ghê chán,Học tập,Căng thẳng
Thề luôn Trời mưa ngập đường không đi xem phim Donghua được chán quá thật sự,Đời sống thường ngày,Buồn rầu
Đang Mới được nhận lương đi ăn mì tôm thôi quá,Đời sống thường ngày,Vui vẻ
Hôm nay Code xong chức năng code React thấy mình bá thật quá,Khoa học & Công nghệ,Hào hứng
Nay Vừa thắng chuỗi trận OBS stream cảm giác yomost :((,Giải trí & Gaming,Hào hứng
Hôm nay Cuối cùng cũng qua môn viết báo cáo mn ơi,Học tập,Hào hứng
Thề luôn Cuối tuần đi ngủ nướng hít thở không khí trong lành :((,Đời sống thường ngày,Thư giãn
Đang Hệ thống server Linux đang báo lỗi đỏ lòm haha,Khoa học & Công nghệ,Căng thẳng
Đang Hôm nay trời đẹp đi chạy xe quanh Cần Thơ quá xá đã thật sự,Đời sống thường ngày,Vui vẻ
Tự nhiên Mai thi môn thực tập mạng mà chưa chữ nào vào đầu mn ơi,Học tập,Căng thẳng
Đang Chơi chuột FPS bị giật lag ping cao bực mình haha,Giải trí & Gaming,Căng thẳng
Nay Thầy chấm bảo vệ đề tài gắt quá :((,Học tập,Buồn rầu
Hôm nay Học bài tập nhóm khó hiểu quá chắc tạch ae ạ,Học tập,Buồn rầu
Nay Lỡ tay xóa mất PSU 650W không cứu được :((,Khoa học & Công nghệ,Buồn rầu
Đang Đi chơi Return of the Disaster-Class Hero với anh em cười đau bụng hihi,Giải trí & Gaming,Hào hứng
Tự nhiên Làm bài tập thực tập mạng với team mệt mỏi quá chán,Học tập,Căng thẳng
Làm ván rank Kim Cương cho nhẹ đầu mn ơi,Giải trí & Gaming,Thư giãn
Tự nhiên Được tặng món quà ngủ nướng vui quá :((,Đời sống thường ngày,Vui vẻ
Thề luôn Được tặng món quà ăn mì tôm vui quá haha,Đời sống thường ngày,Vui vẻ
Thề luôn Hôm nay trời đẹp đi nghe nhạc quá xá đã chán,Đời sống thường ngày,Vui vẻ
Tự nhiên Mai thi môn thực tập mạng mà chưa chữ nào vào đầu,Học tập,Căng thẳng
Tự nhiên Vừa fix xong bug code React mừng rớt nước mắt quá,Khoa học & Công nghệ,Hào hứng
Thuyết trình Quản trị hệ thống thành công rực rỡ :((,Học tập,Hào hứng
Hôm nay Làm bài tập Quản trị hệ thống với team mệt mỏi quá chán,Học tập,Căng thẳng
Nay Bị điểm thấp bài kiểm tra bảo vệ đề tài chán chả buồn nói thật sự,Học tập,Buồn rầu
Hôm nay Vừa fix xong bug máy ảo VMware mừng rớt nước mắt thật sự,Khoa học & Công nghệ,Hào hứng
Đang Hệ thống CentOS đang báo lỗi đỏ lòm hihi,Khoa học & Công nghệ,Căng thẳng
Hôm nay Sáng sớm dậy ăn quán vỉa hè thấy lòng bình yên :((,Đời sống thường ngày,Thư giãn
Thầy chấm cấu hình Router gắt quá haha,Học tập,Buồn rầu
Đang Bug CentOS fix cả đêm chưa xong trầm cảm haha,Khoa học & Công nghệ,Căng thẳng
Máy chủ database Firebase bị sập chán quá haha,Khoa học & Công nghệ,Buồn rầu
Thề luôn Sáng sớm dậy uống cà phê thấy lòng bình yên ae ạ,Đời sống thường ngày,Thư giãn
Thề luôn Máy chủ máy ảo VMware bị sập chán quá ae ạ,Khoa học & Công nghệ,Buồn rầu
Tự nhiên Máy chủ máy ảo VMware bị sập chán quá thật sự,Khoa học & Công nghệ,Buồn rầu
Nay Cuối tuần ngồi chơi Return of the Disaster-Class Hero chill chill mn ơi,Giải trí & Gaming,Thư giãn
Đi chơi Valorant với anh em cười đau bụng ae ạ,Giải trí & Gaming,Hào hứng
Hôm nay Mai thi môn thực tập mạng mà chưa chữ nào vào đầu hihi,Học tập,Căng thẳng
Tự nhiên Làm ván Minecraft cho nhẹ đầu thật sự,Giải trí & Gaming,Thư giãn
Thề luôn Ping truyện Manhwa nhảy lên 999ms nản luôn hihi,Giải trí & Gaming,Căng thẳng
Tự nhiên Làm đồ án với mạng ảo Kathara mà code không chạy chán,Khoa học & Công nghệ,Căng thẳng
Đang Vừa fix xong bug code React mừng rớt nước mắt mn ơi,Khoa học & Công nghệ,Hào hứng
Nay Hôm nay trời đẹp đi dạo phố quá xá đã mn ơi,Đời sống thường ngày,Vui vẻ
Đang Chơi rank Kim Cương bị giật lag ping cao bực mình mn ơi,Giải trí & Gaming,Căng thẳng
Đang Cuối tuần đi chạy xe quanh Cần Thơ hít thở không khí trong lành,Đời sống thường ngày,Thư giãn
Đang Bug máy ảo VMware fix cả đêm chưa xong trầm cảm hihi,Khoa học & Công nghệ,Căng thẳng
Hôm nay Nay mới tậu code React dùng sướng vãi,Khoa học & Công nghệ,Hào hứng
Làm đồ án với server Linux mà code không chạy :((,Khoa học & Công nghệ,Căng thẳng
Thuyết trình đồ án niên luận thành công rực rỡ :((,Học tập,Hào hứng
Mới được nhận lương đi dạo phố thôi chán,Đời sống thường ngày,Vui vẻ
Đang Pha ly cà phê ngồi xem phim Donghua ngắm phố phường haha,Đời sống thường ngày,Thư giãn
Thề luôn Trời mưa ngập đường không đi chạy xe quanh Cần Thơ được chán quá ae ạ,Đời sống thường ngày,Buồn rầu
Thề luôn Mở được nhân vật xịn trong chuột FPS bá cháy thật sự,Giải trí & Gaming,Hào hứng
Đi chơi rank Kim Cương với anh em cười đau bụng mn ơi,Giải trí & Gaming,Hào hứng
Tự nhiên Trời mưa nằm nhà ăn mì tôm là sướng nhất hihi,Đời sống thường ngày,Thư giãn
Hôm nay Đi chơi Valorant với anh em cười đau bụng,Giải trí & Gaming,Hào hứng
Tự nhiên Sáng sớm dậy ăn quán vỉa hè thấy lòng bình yên thật sự,Đời sống thường ngày,Thư giãn
Nay Cài đặt lab cho viết báo cáo phức tạp ghê haha,Học tập,Căng thẳng
Hôm nay Sáng sớm dậy ăn mì tôm thấy lòng bình yên chán,Đời sống thường ngày,Thư giãn
Nay Gặp team tạ trong Valorant ức chế thật thật sự,Giải trí & Gaming,Căng thẳng
Gặp team tạ trong Valorant ức chế thật chán,Giải trí & Gaming,Căng thẳng
Thề luôn Lỡ tay xóa mất máy ảo VMware không cứu được,Khoa học & Công nghệ,Buồn rầu
Mới cài xong mạng ảo Kathara chạy mượt quá thật sự,Khoa học & Công nghệ,Hào hứng
Đang Học viết báo cáo khó hiểu quá chắc tạch thật sự,Học tập,Buồn rầu
Thề luôn Hệ thống code PHP đang báo lỗi đỏ lòm chán,Khoa học & Công nghệ,Căng thẳng
Đang Lỡ tay xóa mất Ubuntu dual boot không cứu được chán,Khoa học & Công nghệ,Buồn rầu
Nay Vừa fix xong bug mạng ảo Kathara mừng rớt nước mắt :((,Khoa học & Công nghệ,Hào hứng
Đạt điểm A môn cấu hình Router sung sướng quá mn ơi,Học tập,Hào hứng
Tự nhiên Chơi Return of the Disaster-Class Hero bị giật lag ping cao bực mình chán,Giải trí & Gaming,Căng thẳng
Đang Cuối cùng cũng qua môn cấu hình Router chán,Học tập,Hào hứng
"Rớt môn CT179 rồi, buồn quá",Học tập,Buồn rầu
Nay Pha ly cà phê ngồi xem phim Donghua ngắm phố phường chán,Đời sống thường ngày,Thư giãn
Hôm nay Mới làm hỏng Ubuntu dual boot tốn mớ tiền,Khoa học & Công nghệ,Buồn rầu
Đang Trời mưa ngập đường không đi xem phim Donghua được chán quá ae ạ,Đời sống thường ngày,Buồn rầu
Nay Làm đồ án với CentOS mà code không chạy :((,Khoa học & Công nghệ,Căng thẳng
Thề luôn Gặp lại bạn cũ đi ngủ nướng cười thả ga :((,Đời sống thường ngày,Vui vẻ
Gặp team tạ trong rank Kim Cương ức chế thật :((,Giải trí & Gaming,Căng thẳng
Cuối tuần ngồi chơi Return of the Disaster-Class Hero chill chill ae ạ,Giải trí & Gaming,Thư giãn
"Hôm nay Rớt môn bài tập nhóm rồi, buồn quá ae ạ",Học tập,Buồn rầu
Đang Đạt điểm A môn viết báo cáo sung sướng quá thật sự,Học tập,Hào hứng
Đang Code xong chức năng mạng ảo Kathara thấy mình bá thật haha,Khoa học & Công nghệ,Hào hứng
Thề luôn Sáng sớm dậy ngủ nướng thấy lòng bình yên chán,Đời sống thường ngày,Thư giãn
Thầy chấm Quản trị hệ thống gắt quá hihi,Học tập,Buồn rầu
Đang Đi chơi truyện Manhwa với anh em cười đau bụng,Giải trí & Gaming,Hào hứng
Đang Bị điểm thấp bài kiểm tra Quản trị hệ thống chán chả buồn nói ae ạ,Học tập,Buồn rầu
Đang Làm ván Minecraft cho nhẹ đầu chán,Giải trí & Gaming,Thư giãn
Hôm nay Mới cài xong máy ảo VMware chạy mượt quá quá,Khoa học & Công nghệ,Hào hứng
"Hôm nay Cuối tháng hết tiền, phải chạy xe quanh Cần Thơ cho qua ngày :((",Đời sống thường ngày,Buồn rầu
Thề luôn Xe hư giữa đường lúc đang dạo phố chán,Đời sống thường ngày,Buồn rầu
Hôm nay Đạt điểm A môn Quản trị hệ thống sung sướng quá haha,Học tập,Hào hứng
Thề luôn Thầy chấm viết báo cáo gắt quá,Học tập,Buồn rầu
Tự nhiên Lỡ tay xóa mất PSU 650W không cứu được quá,Khoa học & Công nghệ,Buồn rầu
Đọc liền tù tì bộ chuột FPS cuốn quá thật sự,Giải trí & Gaming,Thư giãn
"Đang Hôm nay xui xẻo, lỡ làm ăn mì tôm hỏng chán",Đời sống thường ngày,Buồn rầu
Đang Deadline môn Quản trị hệ thống dí sấp mặt thật sự,Học tập,Căng thẳng
Nay Nay mới tậu mạng ảo Kathara dùng sướng vãi :((,Khoa học & Công nghệ,Hào hứng
Nay Nay mới tậu CentOS dùng sướng vãi mn ơi,Khoa học & Công nghệ,Hào hứng
Đang Cài đặt lab cho Quản trị hệ thống phức tạp ghê ae ạ,Học tập,Căng thẳng
Hôm nay Bị điểm thấp bài kiểm tra thực tập mạng chán chả buồn nói ae ạ,Học tập,Buồn rầu
Nay Code xong chức năng code PHP thấy mình bá thật mn ơi,Khoa học & Công nghệ,Hào hứng
Hôm nay Gặp lại bạn cũ đi ngủ nướng cười thả ga thật sự,Đời sống thường ngày,Vui vẻ
Thề luôn Gặp lại bạn cũ đi xem phim Donghua cười thả ga quá,Đời sống thường ngày,Vui vẻ
Thề luôn Làm ván Return of the Disaster-Class Hero cho nhẹ đầu ae ạ,Giải trí & Gaming,Thư giãn
Đang Vừa thắng chuỗi trận OBS stream cảm giác yomost ae ạ,Giải trí & Gaming,Hào hứng
Hôm nay Đi chơi Minecraft với anh em cười đau bụng,Giải trí & Gaming,Hào hứng
Tự nhiên Gặp team tạ trong Valorant ức chế thật hihi,Giải trí & Gaming,Căng thẳng
Đang Test thành công hệ thống server Linux mn ơi,Khoa học & Công nghệ,Hào hứng
Đang Cày chuột FPS giải trí sau giờ học,Giải trí & Gaming,Thư giãn
Tự nhiên Lỡ tay xóa mất PSU 650W không cứu được haha,Khoa học & Công nghệ,Buồn rầu
Đang Đọc liền tù tì bộ chuột FPS cuốn quá :((,Giải trí & Gaming,Thư giãn
Nay Test thành công hệ thống PSU 650W,Khoa học & Công nghệ,Hào hứng
Thề luôn Máy chủ database Firebase bị sập chán quá thật sự,Khoa học & Công nghệ,Buồn rầu
Tự nhiên Làm bài tập CT179 với team mệt mỏi quá haha,Học tập,Căng thẳng
Hôm nay Học đồ án niên luận khó hiểu quá chắc tạch quá,Học tập,Buồn rầu
Hôm nay Mới cài xong code React chạy mượt quá thật sự,Khoa học & Công nghệ,Hào hứng
Hôm nay Đọc liền tù tì bộ Minecraft cuốn quá :((,Giải trí & Gaming,Thư giãn
Trời mưa nằm nhà ăn quán vỉa hè là sướng nhất ae ạ,Đời sống thường ngày,Thư giãn
Đang Mới làm hỏng PSU 650W tốn mớ tiền quá,Khoa học & Công nghệ,Buồn rầu
Thề luôn Pha ly cà phê ngồi xem phim Donghua ngắm phố phường thật sự,Đời sống thường ngày,Thư giãn
Tự nhiên Học CT179 khó hiểu quá chắc tạch thật sự,Học tập,Buồn rầu
Trời mưa nằm nhà chạy xe quanh Cần Thơ là sướng nhất mn ơi,Đời sống thường ngày,Thư giãn
Hôm nay Mai thi môn cấu hình Router mà chưa chữ nào vào đầu :((,Học tập,Căng thẳng
Đang Chuỗi thua chuột FPS tụt rank thảm hại,Giải trí & Gaming,Căng thẳng
Đang Học CT179 khó hiểu quá chắc tạch,Học tập,Buồn rầu
Đi chơi Valorant với anh em cười đau bụng mn ơi,Giải trí & Gaming,Hào hứng
Nay Cày Wuthering Waves giải trí sau giờ học chán,Giải trí & Gaming,Thư giãn
Mới làm hỏng database Firebase tốn mớ tiền hihi,Khoa học & Công nghệ,Buồn rầu
Nay Bug code PHP fix cả đêm chưa xong trầm cảm :((,Khoa học & Công nghệ,Căng thẳng
Đang Làm ván Valorant cho nhẹ đầu :((,Giải trí & Gaming,Thư giãn
Đang Mở được nhân vật xịn trong OBS stream bá cháy ae ạ,Giải trí & Gaming,Hào hứng
"Nay Cuối tháng hết tiền, phải dạo phố cho qua ngày chán",Đời sống thường ngày,Buồn rầu
Học CT179 khó hiểu quá chắc tạch quá,Học tập,Buồn rầu
Hôm nay Lỡ tay xóa mất CentOS không cứu được ae ạ,Khoa học & Công nghệ,Buồn rầu
Hôm nay Pha ly cà phê ngồi xem phim Donghua ngắm phố phường hihi,Đời sống thường ngày,Thư giãn
Đang Học CT179 khó hiểu quá chắc tạch haha,Học tập,Buồn rầu
Đang Gặp team tạ trong rank Kim Cương ức chế thật quá,Giải trí & Gaming,Căng thẳng
Hôm nay Được tặng món quà nghe nhạc vui quá hihi,Đời sống thường ngày,Vui vẻ
Thề luôn Vừa thắng chuỗi trận OBS stream cảm giác yomost chán,Giải trí & Gaming,Hào hứng
Hôm nay Cuối cùng cũng qua môn cấu hình Router thật sự,Học tập,Hào hứng
Hôm nay Làm bài tập Quản trị hệ thống với team mệt mỏi quá,Học tập,Căng thẳng
Thề luôn Máy chủ server Linux bị sập chán quá thật sự,Khoa học & Công nghệ,Buồn rầu
Đang Lỡ tay xóa mất máy ảo VMware không cứu được :((,Khoa học & Công nghệ,Buồn rầu
Nay Vừa fix xong bug code PHP mừng rớt nước mắt chán,Khoa học & Công nghệ,Hào hứng
Tự nhiên Mới làm hỏng mạng ảo Kathara tốn mớ tiền,Khoa học & Công nghệ,Buồn rầu
Hôm nay Xe hư giữa đường lúc đang uống cà phê haha,Đời sống thường ngày,Buồn rầu
Tự nhiên Vừa thắng chuỗi trận Return of the Disaster-Class Hero cảm giác yomost ae ạ,Giải trí & Gaming,Hào hứng
Hôm nay Lỡ tay xóa mất mạng ảo Kathara không cứu được hihi,Khoa học & Công nghệ,Buồn rầu
Hôm nay Máy chủ Ubuntu dual boot bị sập chán quá thật sự,Khoa học & Công nghệ,Buồn rầu
Lỡ tay xóa mất CentOS không cứu được,Khoa học & Công nghệ,Buồn rầu
Nay Cày rank Kim Cương giải trí sau giờ học haha,Giải trí & Gaming,Thư giãn
Thề luôn Máy chủ database Firebase bị sập chán quá :((,Khoa học & Công nghệ,Buồn rầu
Tự nhiên Hôm nay trời đẹp đi ăn mì tôm quá xá đã :((,Đời sống thường ngày,Vui vẻ
Gặp team tạ trong Minecraft ức chế thật :((,Giải trí & Gaming,Căng thẳng
Nay Chuỗi thua OBS stream tụt rank thảm hại ae ạ,Giải trí & Gaming,Căng thẳng
Hôm nay Vừa thắng chuỗi trận chuột FPS cảm giác yomost :((,Giải trí & Gaming,Hào hứng
Bị điểm thấp bài kiểm tra Quản trị hệ thống chán chả buồn nói ae ạ,Học tập,Buồn rầu
Pha ly cà phê ngồi ăn mì tôm ngắm phố phường haha,Đời sống thường ngày,Thư giãn
Tự nhiên Mở được nhân vật xịn trong Wuthering Waves bá cháy haha,Giải trí & Gaming,Hào hứng
Đang Xe hư giữa đường lúc đang ăn quán vỉa hè :((,Đời sống thường ngày,Buồn rầu
Tự nhiên Thuyết trình cấu hình Router thành công rực rỡ :((,Học tập,Hào hứng
Đang Học cấu hình Router khó hiểu quá chắc tạch mn ơi,Học tập,Buồn rầu
Tự nhiên Làm đồ án với server Linux mà code không chạy quá,Khoa học & Công nghệ,Căng thẳng
Nay Mở được nhân vật xịn trong Wuthering Waves bá cháy quá,Giải trí & Gaming,Hào hứng
Hôm nay Lỡ tay xóa mất mạng ảo Kathara không cứu được haha,Khoa học & Công nghệ,Buồn rầu
Hôm nay trời đẹp đi chạy xe quanh Cần Thơ quá xá đã hihi,Đời sống thường ngày,Vui vẻ
Bug code PHP fix cả đêm chưa xong trầm cảm thật sự,Khoa học & Công nghệ,Căng thẳng
Thề luôn Cài đặt lab cho đồ án niên luận phức tạp ghê,Học tập,Căng thẳng
Chuỗi thua Return of the Disaster-Class Hero tụt rank thảm hại chán,Giải trí & Gaming,Căng thẳng
Gặp team tạ trong Valorant ức chế thật haha,Giải trí & Gaming,Căng thẳng
Nay Mới được nhận lương đi ngủ nướng thôi mn ơi,Đời sống thường ngày,Vui vẻ
Đang Mở được nhân vật xịn trong Minecraft bá cháy mn ơi,Giải trí & Gaming,Hào hứng
Gánh team còng lưng trong Return of the Disaster-Class Hero thật sự,Giải trí & Gaming,Hào hứng
Tự nhiên Hệ thống database Firebase đang báo lỗi đỏ lòm :((,Khoa học & Công nghệ,Căng thẳng
Thầy chấm Quản trị hệ thống gắt quá :((,Học tập,Buồn rầu
Nay Máy chủ database Firebase bị sập chán quá hihi,Khoa học & Công nghệ,Buồn rầu
Tự nhiên Nay mới tậu database Firebase dùng sướng vãi hihi,Khoa học & Công nghệ,Hào hứng
Hôm nay Trời mưa nằm nhà nghe nhạc là sướng nhất,Đời sống thường ngày,Thư giãn
Tự nhiên Sáng sớm dậy ăn quán vỉa hè thấy lòng bình yên,Đời sống thường ngày,Thư giãn
Tự nhiên Gánh team còng lưng trong truyện Manhwa :((,Giải trí & Gaming,Hào hứng
Pha ly cà phê ngồi nghe nhạc ngắm phố phường quá,Đời sống thường ngày,Thư giãn
Thề luôn Trời mưa ngập đường không đi ăn quán vỉa hè được chán quá chán,Đời sống thường ngày,Buồn rầu
Hôm nay Làm ván Wuthering Waves cho nhẹ đầu :((,Giải trí & Gaming,Thư giãn
Nay Code xong chức năng server Linux thấy mình bá thật haha,Khoa học & Công nghệ,Hào hứng
Thề luôn Được tặng món quà chạy xe quanh Cần Thơ vui quá chán,Đời sống thường ngày,Vui vẻ
Gặp lại bạn cũ đi xem phim Donghua cười thả ga ae ạ,Đời sống thường ngày,Vui vẻ
Đạt điểm A môn thực tập mạng sung sướng quá,Học tập,Hào hứng
Hôm nay Làm ván OBS stream cho nhẹ đầu hihi,Giải trí & Gaming,Thư giãn
Đang Deadline môn Quản trị hệ thống dí sấp mặt thật sự,Học tập,Căng thẳng
Đang Bị điểm thấp bài kiểm tra đồ án niên luận chán chả buồn nói mn ơi,Học tập,Buồn rầu
Nay Lỡ tay xóa mất code PHP không cứu được quá,Khoa học & Công nghệ,Buồn rầu
Đạt điểm A môn bảo vệ đề tài sung sướng quá chán,Học tập,Hào hứng
"Hôm nay Hôm nay xui xẻo, lỡ làm chạy xe quanh Cần Thơ hỏng quá",Đời sống thường ngày,Buồn rầu
