Text,Topic,Emotion
Sáng ra Thầy chấm bài tập nhóm gắt quá ae ạ,Học tập,Buồn rầu
Buồn cười quá Sáng sớm dậy dọn dẹp nhà cửa thấy lòng bình yên :v,Đời sống thường ngày,Thư giãn
"Thề luôn Màn hình xanh vì server Linux, hoang mang tột độ hihi",Khoa học & Công nghệ,Căng thẳng
Thề luôn Sáng sớm dậy chạy xe quanh Cần Thơ thấy lòng bình yên haha,Đời sống thường ngày,Thư giãn
Buồn cười quá Mới làm hỏng code React tốn mớ tiền mn ơi,Khoa học & Công nghệ,Buồn rầu
Hôm nay Lỡ tay xóa mất CentOS không cứu được hihi,Khoa học & Công nghệ,Buồn rầu
Thề luôn Mai thi môn Quản trị hệ thống mà chưa chữ nào vào đầu,Học tập,Căng thẳng
Tự nhiên Giải được bài cấu hình Router khó nhất lớp hihi,Học tập,Hào hứng
"Tự nhiên Rớt môn bảo vệ đề tài rồi, buồn quá quá",Học tập,Buồn rầu
Đang Gặp chuyện bực mình lúc tập gym haha,Đời sống thường ngày,Căng thẳng
Tự nhiên Ping truyện Manhwa nhảy lên 999ms nản luôn :((,Giải trí & Gaming,Căng thẳng
Đang Ping Đấu Trường Chân Lý nhảy lên 999ms nản luôn,Giải trí & Gaming,Căng thẳng
Hôm nay Kẹt xe cứng ngắc lúc đang đi uống cà phê haha,Đời sống thường ngày,Căng thẳng
Hôm nay Trốn việc đi dọn dẹp nhà cửa xả stress vãi,Đời sống thường ngày,Thư giãn
"Thề luôn Rớt môn cấu hình Router rồi, buồn quá mn ơi",Học tập,Buồn rầu
Làm đồ án với mã nguồn Python mà code không chạy thật sự,Khoa học & Công nghệ,Căng thẳng
Tự nhiên Đang code ngon thì mạng ảo Kathara dở chứng vãi,Khoa học & Công nghệ,Buồn rầu
Cuối tuần ngồi chơi OBS stream chill chill haha,Giải trí & Gaming,Thư giãn
"Thề luôn Tài khoản mã nguồn Python bị khóa, khóc ròng :((",Khoa học & Công nghệ,Buồn rầu
Buồn cười quá Trời mưa ngập đường không đi đi siêu thị được chán quá vãi,Đời sống thường ngày,Buồn rầu
Cày OBS stream giải trí sau giờ học mn ơi,Giải trí & Gaming,Thư giãn
"Nay Rớt môn viết báo cáo rồi, buồn quá",Học tập,Buồn rầu
Thề luôn Gặp chuyện bực mình lúc nghe nhạc quá,Đời sống thường ngày,Căng thẳng
Buồn cười quá Cài đặt lab cho đồ án niên luận phức tạp ghê haha,Học tập,Căng thẳng
Hôm nay Đọc liền tù tì bộ chuột FPS cuốn quá vãi,Giải trí & Gaming,Thư giãn
Hôm nay trời đẹp đi nghe nhạc quá xá đã,Đời sống thường ngày,Vui vẻ
Nay Học Toán rời rạc khó hiểu quá chắc tạch quá,Học tập,Buồn rầu
Nay Vừa thắng chuỗi trận phim hoạt hình cảm giác yomost vãi,Giải trí & Gaming,Hào hứng
Code xong chức năng server Linux thấy mình bá thật chán,Khoa học & Công nghệ,Hào hứng
Sáng ra Chuỗi thua board game tụt rank thảm hại vãi,Giải trí & Gaming,Căng thẳng
Tự nhiên Test thành công hệ thống code React,Khoa học & Công nghệ,Hào hứng
Hôm nay Đi chơi Discord với anh em cười đau bụng chán,Giải trí & Gaming,Hào hứng
Nay Đi làm về mệt mà còn phải chạy xe quanh Cần Thơ mn ơi,Đời sống thường ngày,Căng thẳng
Buồn cười quá Cuối cùng cũng qua môn Toán rời rạc chán,Học tập,Hào hứng
Hôm nay Cuối cùng cũng qua môn viết báo cáo :((,Học tập,Hào hứng
Sáng ra Máy chủ card màn hình bị sập chán quá ae ạ,Khoa học & Công nghệ,Buồn rầu
"Tự nhiên Tài khoản chip Ryzen bị khóa, khóc ròng mn ơi",Khoa học & Công nghệ,Buồn rầu
Hôm nay Test thành công hệ thống máy ảo VMware,Khoa học & Công nghệ,Hào hứng
Tự nhiên Nghe nhạc lofi và chơi Return of the Disaster-Class Hero thật bình yên vãi,Giải trí & Gaming,Thư giãn
"Buồn cười quá Roll mãi không ra waifu trong Minecraft, trầm cảm :v",Giải trí & Gaming,Buồn rầu
Nay Thầy khen bài tập Lập trình web làm xuất sắc :((,Học tập,Hào hứng
Sáng ra Trốn việc đi dọn dẹp nhà cửa xả stress quá,Đời sống thường ngày,Thư giãn
Giải được bài thi cuối kỳ khó nhất lớp :v,Học tập,Hào hứng
"Nay Roll mãi không ra waifu trong Wuthering Waves, trầm cảm :((",Giải trí & Gaming,Buồn rầu
Buồn cười quá Đang combat board game thì rớt mạng thật sự,Giải trí & Gaming,Căng thẳng
Thề luôn Kẹt xe cứng ngắc lúc đang đi dạo phố mn ơi,Đời sống thường ngày,Căng thẳng
"Thề luôn Màn hình xanh vì code React, hoang mang tột độ quá",Khoa học & Công nghệ,Căng thẳng
Sáng ra Bị khóa acc phim hoạt hình oan ức quá ae ạ,Giải trí & Gaming,Buồn rầu
Hôm nay Đang code ngon thì code PHP dở chứng chán,Khoa học & Công nghệ,Buồn rầu
Nay Học viết báo cáo khó hiểu quá chắc tạch :((,Học tập,Buồn rầu
"Roll mãi không ra waifu trong Đấu Trường Chân Lý, trầm cảm ae ạ",Giải trí & Gaming,Buồn rầu
Tự nhiên Đang combat board game thì rớt mạng hihi,Giải trí & Gaming,Căng thẳng
Sáng ra Ping rank Kim Cương nhảy lên 999ms nản luôn thật sự,Giải trí & Gaming,Căng thẳng
"Đang Tài khoản mã nguồn Python bị khóa, khóc ròng mn ơi",Khoa học & Công nghệ,Buồn rầu
Nay Hệ thống Ubuntu dual boot đang báo lỗi đỏ lòm :v,Khoa học & Công nghệ,Căng thẳng
Thề luôn Trời mưa ngập đường không đi nghe nhạc được chán quá hihi,Đời sống thường ngày,Buồn rầu
Nay Đi chơi Minecraft với anh em cười đau bụng hihi,Giải trí & Gaming,Hào hứng
Buồn cười quá Mai thi môn bảo vệ đề tài mà chưa chữ nào vào đầu mn ơi,Học tập,Căng thẳng
Hôm nay Nay mới tậu PSU 650W dùng sướng vãi chán,Khoa học & Công nghệ,Hào hứng
Buồn cười quá Dựng xong CentOS nhìn ngầu bá cháy quá,Khoa học & Công nghệ,Hào hứng
Hôm nay Máy chủ router mạng bị sập chán quá ae ạ,Khoa học & Công nghệ,Buồn rầu
"Thề luôn Roll mãi không ra waifu trong rank Kim Cương, trầm cảm haha",Giải trí & Gaming,Buồn rầu
Buồn cười quá Mới làm hỏng Ubuntu dual boot tốn mớ tiền ae ạ,Khoa học & Công nghệ,Buồn rầu
Tự nhiên Đạt điểm A môn thi cuối kỳ sung sướng quá ae ạ,Học tập,Hào hứng
Tự nhiên Gặp lại bạn cũ đi xem phim Donghua cười thả ga haha,Đời sống thường ngày,Vui vẻ
Sáng ra Đang code ngon thì CentOS dở chứng,Khoa học & Công nghệ,Buồn rầu
Sáng ra Cuối tuần ngồi chơi truyện Manhwa chill chill thật sự,Giải trí & Gaming,Thư giãn
Sáng ra Vừa thắng chuỗi trận Discord cảm giác yomost hihi,Giải trí & Gaming,Hào hứng
Đang Đạt điểm A môn cấu hình Router sung sướng quá vãi,Học tập,Hào hứng
Đang Kẹt xe cứng ngắc lúc đang đi nghe nhạc thật sự,Đời sống thường ngày,Căng thẳng
Thề luôn Bị điểm thấp bài kiểm tra bài tập nhóm chán chả buồn nói thật sự,Học tập,Buồn rầu
Thề luôn Cày truyện Manhwa giải trí sau giờ học,Giải trí & Gaming,Thư giãn
Thề luôn Trời mưa ngập đường không đi chạy xe quanh Cần Thơ được chán quá haha,Đời sống thường ngày,Buồn rầu
Đang Vừa thắng chuỗi trận OBS stream cảm giác yomost quá,Giải trí & Gaming,Hào hứng
Pha ly cà phê ngồi ăn quán vỉa hè ngắm phố phường ae ạ,Đời sống thường ngày,Thư giãn
Nay Dựng xong PSU 650W nhìn ngầu bá cháy vãi,Khoa học & Công nghệ,Hào hứng
Nay Gặp lại bạn cũ đi đi siêu thị cười thả ga chán,Đời sống thường ngày,Vui vẻ
Sáng ra Làm bài tập viết báo cáo với team mệt mỏi quá chán,Học tập,Căng thẳng
Thề luôn Trượt mất phần thưởng Minecraft cay quá :((,Giải trí & Gaming,Buồn rầu
Đang Xung đột driver Ubuntu dual boot sửa mãi không được vãi,Khoa học & Công nghệ,Căng thẳng
Thề luôn Chuỗi thua Wuthering Waves tụt rank thảm hại :((,Giải trí & Gaming,Căng thẳng
Buồn cười quá Hôm nay trời đẹp đi đi siêu thị quá xá đã ae ạ,Đời sống thường ngày,Vui vẻ
"Đang Tài khoản code PHP bị khóa, khóc ròng",Khoa học & Công nghệ,Buồn rầu
Nay Vừa fix xong bug database Firebase mừng rớt nước mắt :((,Khoa học & Công nghệ,Hào hứng
Gặp lại bạn cũ đi đi siêu thị cười thả ga quá,Đời sống thường ngày,Vui vẻ
Nay Kẹt xe cứng ngắc lúc đang đi uống cà phê :((,Đời sống thường ngày,Căng thẳng
"Buồn cười quá Cuối tháng hết tiền, phải xem phim Donghua cho qua ngày thật sự",Đời sống thường ngày,Buồn rầu
Tự nhiên Giải được bài bài tập nhóm khó nhất lớp chán,Học tập,Hào hứng
Thề luôn Thuyết trình CT179 thành công rực rỡ :((,Học tập,Hào hứng
"Tự nhiên Nhà cúp điện đen thui, không thể tập gym được, chán thật",Đời sống thường ngày,Buồn rầu
"Đang Làm sai bét câu cuối môn Lập trình web, tiếc đứt ruột mn ơi",Học tập,Buồn rầu
Nay Máy chủ card màn hình bị sập chán quá haha,Khoa học & Công nghệ,Buồn rầu
Buồn cười quá Mới được nhận lương đi chạy xe quanh Cần Thơ thôi vãi,Đời sống thường ngày,Vui vẻ
Thề luôn Thầy khen bài tập Cấu trúc dữ liệu làm xuất sắc,Học tập,Hào hứng
Buồn cười quá Thầy chấm thi cuối kỳ gắt quá thật sự,Học tập,Buồn rầu
Sáng ra Cuối cùng cũng qua môn Cấu trúc dữ liệu ae ạ,Học tập,Hào hứng
Hôm nay Mới làm hỏng database Firebase tốn mớ tiền quá,Khoa học & Công nghệ,Buồn rầu
Tự nhiên Học thực tập mạng khó hiểu quá chắc tạch mn ơi,Học tập,Buồn rầu
Nay Deadline môn bài tập nhóm dí sấp mặt vãi,Học tập,Căng thẳng
Sáng ra Hôm nay trời đẹp đi nghe nhạc quá xá đã ae ạ,Đời sống thường ngày,Vui vẻ
Đang Thầy chấm đồ án niên luận gắt quá quá,Học tập,Buồn rầu
Tự nhiên Trời mưa nằm nhà nghe nhạc là sướng nhất :v,Đời sống thường ngày,Thư giãn
Bị điểm thấp bài kiểm tra Cấu trúc dữ liệu chán chả buồn nói chán,Học tập,Buồn rầu
Đang Cấu hình database Firebase khó quá nhức hết cả đầu mn ơi,Khoa học & Công nghệ,Căng thẳng
Buồn cười quá Đang combat OBS stream thì rớt mạng :((,Giải trí & Gaming,Căng thẳng
Buồn cười quá Bug PSU 650W fix cả đêm chưa xong trầm cảm haha,Khoa học & Công nghệ,Căng thẳng
Sáng ra Gặp chuyện bực mình lúc ăn mì tôm vãi,Đời sống thường ngày,Căng thẳng
"Thề luôn Hôm nay xui xẻo, lỡ làm ăn quán vỉa hè hỏng ae ạ",Đời sống thường ngày,Buồn rầu
Tự nhiên Cuối cùng cũng qua môn Toán rời rạc vãi,Học tập,Hào hứng
Nay Ping Wuthering Waves nhảy lên 999ms nản luôn vãi,Giải trí & Gaming,Căng thẳng
"Hôm nay Chưa làm xong báo cáo cấu hình Router, toang rồi :((",Học tập,Căng thẳng
"Buồn cười quá Rớt môn Cấu trúc dữ liệu rồi, buồn quá haha",Học tập,Buồn rầu
Sáng ra Ping OBS stream nhảy lên 999ms nản luôn vãi,Giải trí & Gaming,Căng thẳng
Tự nhiên Nghe nhạc lofi và chơi board game thật bình yên quá,Giải trí & Gaming,Thư giãn
Nay Bị khóa acc phim hoạt hình oan ức quá ae ạ,Giải trí & Gaming,Buồn rầu
Sáng ra Mới làm hỏng CentOS tốn mớ tiền thật sự,Khoa học & Công nghệ,Buồn rầu
Nay Đang combat board game thì rớt mạng :v,Giải trí & Gaming,Căng thẳng
"Thề luôn Rớt môn cấu hình Router rồi, buồn quá :((",Học tập,Buồn rầu
Nay Lỡ tay xóa mất router mạng không cứu được ae ạ,Khoa học & Công nghệ,Buồn rầu
Nay Trượt mất phần thưởng board game cay quá quá,Giải trí & Gaming,Buồn rầu
Tự nhiên Bị điểm thấp bài kiểm tra bảo vệ đề tài chán chả buồn nói haha,Học tập,Buồn rầu
Nay Pha ly cà phê ngồi uống cà phê ngắm phố phường ae ạ,Đời sống thường ngày,Thư giãn
Buồn cười quá Vừa lập kỷ lục mới trong Return of the Disaster-Class Hero :v,Giải trí & Gaming,Hào hứng
Nay Máy chủ code React bị sập chán quá :((,Khoa học & Công nghệ,Buồn rầu
Nay Thuyết trình viết báo cáo thành công rực rỡ haha,Học tập,Hào hứng
Tự nhiên Mở được nhân vật xịn trong Return of the Disaster-Class Hero bá cháy :((,Giải trí & Gaming,Hào hứng
Đang Cuối cùng cũng qua môn bảo vệ đề tài :((,Học tập,Hào hứng
Đang Máy chủ máy ảo VMware bị sập chán quá haha,Khoa học & Công nghệ,Buồn rầu
Buồn cười quá Vừa fix xong bug chip Ryzen mừng rớt nước mắt,Khoa học & Công nghệ,Hào hứng
Buồn cười quá Đạt điểm A môn bài tập nhóm sung sướng quá thật sự,Học tập,Hào hứng
Đang Ping Valorant nhảy lên 999ms nản luôn chán,Giải trí & Gaming,Căng thẳng
Nay Trời mưa nằm nhà tập gym là sướng nhất hihi,Đời sống thường ngày,Thư giãn
Tự nhiên Đọc liền tù tì bộ Đấu Trường Chân Lý cuốn quá haha,Giải trí & Gaming,Thư giãn
Tự nhiên Cuối cùng cũng qua môn Cấu trúc dữ liệu ae ạ,Học tập,Hào hứng
Thức trắng đêm ôn cấu hình Router vãi,Học tập,Căng thẳng
Sáng ra Cuối cùng cũng qua môn viết báo cáo :((,Học tập,Hào hứng
Tự nhiên Lỡ tay xóa mất mạng ảo Kathara không cứu được hihi,Khoa học & Công nghệ,Buồn rầu
Thề luôn Gặp team tạ trong Valorant ức chế thật chán,Giải trí & Gaming,Căng thẳng
Tự nhiên Nghe nhạc lofi và chơi Return of the Disaster-Class Hero thật bình yên,Giải trí & Gaming,Thư giãn
Hôm nay Bị khóa acc Discord oan ức quá thật sự,Giải trí & Gaming,Buồn rầu
"Tự nhiên Rớt môn viết báo cáo rồi, buồn quá :((",Học tập,Buồn rầu
Đang Gặp chuyện bực mình lúc nấu ăn vãi,Đời sống thường ngày,Căng thẳng
"Buồn cười quá Tài khoản CentOS bị khóa, khóc ròng vãi",Khoa học & Công nghệ,Buồn rầu
Buồn cười quá Ăn trúng quán đi siêu thị ngon bá cháy vãi,Đời sống thường ngày,Vui vẻ
Nay Mai thi môn CT179 mà chưa chữ nào vào đầu :v,Học tập,Căng thẳng
Nay mới tậu router mạng dùng sướng vãi chán,Khoa học & Công nghệ,Hào hứng
Buồn cười quá Làm ván Return of the Disaster-Class Hero cho nhẹ đầu quá,Giải trí & Gaming,Thư giãn
Đang Vừa thắng chuỗi trận phim hoạt hình cảm giác yomost,Giải trí & Gaming,Hào hứng
Hôm nay Trời mưa nằm nhà ngủ nướng là sướng nhất chán,Đời sống thường ngày,Thư giãn
Đang Đang combat Discord thì rớt mạng chán,Giải trí & Gaming,Căng thẳng
Sáng ra Trời mưa nằm nhà uống cà phê là sướng nhất vãi,Đời sống thường ngày,Thư giãn
Hôm nay Bị khóa acc truyện Manhwa oan ức quá chán,Giải trí & Gaming,Buồn rầu
Thề luôn Đi làm về mệt mà còn phải ăn mì tôm hihi,Đời sống thường ngày,Căng thẳng
Thề luôn Giải được bài bài tập nhóm khó nhất lớp mn ơi,Học tập,Hào hứng
Thức trắng đêm ôn Cấu trúc dữ liệu quá,Học tập,Căng thẳng
"Sáng ra Cuối tháng hết tiền, phải tập gym cho qua ngày",Đời sống thường ngày,Buồn rầu
Hôm nay Bị điểm thấp bài kiểm tra bảo vệ đề tài chán chả buồn nói,Học tập,Buồn rầu
Hôm nay Sáng sớm dậy nghe nhạc thấy lòng bình yên :v,Đời sống thường ngày,Thư giãn
Nay Vừa fix xong bug Ubuntu dual boot mừng rớt nước mắt,Khoa học & Công nghệ,Hào hứng
Hôm nay Cấu hình mạng ảo Kathara khó quá nhức hết cả đầu :v,Khoa học & Công nghệ,Căng thẳng
Đang Ăn trúng quán xem phim Donghua ngon bá cháy,Đời sống thường ngày,Vui vẻ
Bị điểm thấp bài kiểm tra Quản trị hệ thống chán chả buồn nói :v,Học tập,Buồn rầu
Thề luôn Nghe nhạc lofi và chơi chuột FPS thật bình yên mn ơi,Giải trí & Gaming,Thư giãn
Hôm nay Cấu hình CentOS khó quá nhức hết cả đầu ae ạ,Khoa học & Công nghệ,Căng thẳng
Tự nhiên Bị điểm thấp bài kiểm tra bài tập nhóm chán chả buồn nói chán,Học tập,Buồn rầu
Buồn cười quá Trời mưa ngập đường không đi dọn dẹp nhà cửa được chán quá hihi,Đời sống thường ngày,Buồn rầu
Thề luôn Hệ thống CentOS đang báo lỗi đỏ lòm :((,Khoa học & Công nghệ,Căng thẳng
"Sáng ra Làm sai bét câu cuối môn bài tập nhóm, tiếc đứt ruột vãi",Học tập,Buồn rầu
Tự nhiên Cuối tuần đi ăn mì tôm hít thở không khí trong lành chán,Đời sống thường ngày,Thư giãn
Buồn cười quá Kẹt xe cứng ngắc lúc đang đi nấu ăn thật sự,Đời sống thường ngày,Căng thẳng
Đang Hệ thống code PHP đang báo lỗi đỏ lòm thật sự,Khoa học & Công nghệ,Căng thẳng
Bị khóa acc board game oan ức quá :((,Giải trí & Gaming,Buồn rầu
Sáng ra Mới làm hỏng PSU 650W tốn mớ tiền chán,Khoa học & Công nghệ,Buồn rầu
Buồn cười quá Bị khóa acc Đấu Trường Chân Lý oan ức quá :v,Giải trí & Gaming,Buồn rầu
Hôm nay Vừa fix xong bug API mừng rớt nước mắt chán,Khoa học & Công nghệ,Hào hứng
Tự nhiên Ping chuột FPS nhảy lên 999ms nản luôn,Giải trí & Gaming,Căng thẳng
Thề luôn Giải được bài viết báo cáo khó nhất lớp thật sự,Học tập,Hào hứng
Đang Đi chơi OBS stream với anh em cười đau bụng haha,Giải trí & Gaming,Hào hứng
Hôm nay Deadline môn CT179 dí sấp mặt chán,Học tập,Căng thẳng
Gặp team tạ trong phim hoạt hình ức chế thật haha,Giải trí & Gaming,Căng thẳng
Buồn cười quá Cày Discord giải trí sau giờ học thật sự,Giải trí & Gaming,Thư giãn
Buồn cười quá Chơi Valorant bị giật lag ping cao bực mình hihi,Giải trí & Gaming,Căng thẳng
Hôm nay Dựng xong router mạng nhìn ngầu bá cháy :((,Khoa học & Công nghệ,Hào hứng
Đang Kẹt xe cứng ngắc lúc đang đi ăn mì tôm mn ơi,Đời sống thường ngày,Căng thẳng
Thề luôn Thức trắng đêm ôn Cấu trúc dữ liệu :v,Học tập,Căng thẳng
"Thề luôn Cấu hình thành công server Linux, tối nay ngủ ngon rồi",Khoa học & Công nghệ,Hào hứng
Tự nhiên Cuối cùng cũng qua môn bài tập nhóm chán,Học tập,Hào hứng
Thề luôn Trốn việc đi nấu ăn xả stress :v,Đời sống thường ngày,Thư giãn
"Đang Chưa làm xong báo cáo Quản trị hệ thống, toang rồi vãi",Học tập,Căng thẳng
Nay Nghe nhạc lofi và chơi Wuthering Waves thật bình yên thật sự,Giải trí & Gaming,Thư giãn
Sáng ra Deadline môn bài tập nhóm dí sấp mặt vãi,Học tập,Căng thẳng
Nay Mở được nhân vật xịn trong Discord bá cháy hihi,Giải trí & Gaming,Hào hứng
Tự nhiên Trốn việc đi dọn dẹp nhà cửa xả stress thật sự,Đời sống thường ngày,Thư giãn
Tự nhiên Cuối tuần đi dọn dẹp nhà cửa hít thở không khí trong lành thật sự,Đời sống thường ngày,Thư giãn
Sáng ra Bug card màn hình fix cả đêm chưa xong trầm cảm chán,Khoa học & Công nghệ,Căng thẳng
Nay Vừa lập kỷ lục mới trong Discord,Giải trí & Gaming,Hào hứng
"Buồn cười quá Game board game dạo này chán quá, hết hứng chơi hihi",Giải trí & Gaming,Buồn rầu
Thề luôn Hôm nay trời đẹp đi ngủ nướng quá xá đã :v,Đời sống thường ngày,Vui vẻ
Nay Ping OBS stream nhảy lên 999ms nản luôn chán,Giải trí & Gaming,Căng thẳng
Đang Vừa fix xong bug mạng ảo Kathara mừng rớt nước mắt mn ơi,Khoa học & Công nghệ,Hào hứng
Đang combat chuột FPS thì rớt mạng mn ơi,Giải trí & Gaming,Căng thẳng
Đang Làm đồ án với database Firebase mà code không chạy haha,Khoa học & Công nghệ,Căng thẳng
Hôm nay Gặp chuyện bực mình lúc tập gym chán,Đời sống thường ngày,Căng thẳng
Nay Thức trắng đêm ôn bài tập nhóm :v,Học tập,Căng thẳng
Nay Ăn trúng quán chạy xe quanh Cần Thơ ngon bá cháy vãi,Đời sống thường ngày,Vui vẻ
Đang Làm bài tập đồ án niên luận với team mệt mỏi quá ae ạ,Học tập,Căng thẳng
Tự nhiên Gánh team còng lưng trong Minecraft ae ạ,Giải trí & Gaming,Hào hứng
Buồn cười quá Chơi Minecraft bị giật lag ping cao bực mình vãi,Giải trí & Gaming,Căng thẳng
Hôm nay Chuỗi thua rank Kim Cương tụt rank thảm hại vãi,Giải trí & Gaming,Căng thẳng
Hôm nay Máy chủ mã nguồn Python bị sập chán quá :((,Khoa học & Công nghệ,Buồn rầu
Nay Lỡ tay xóa mất code PHP không cứu được :v,Khoa học & Công nghệ,Buồn rầu
Buồn cười quá Dựng xong router mạng nhìn ngầu bá cháy mn ơi,Khoa học & Công nghệ,Hào hứng
Vừa thắng chuỗi trận Return of the Disaster-Class Hero cảm giác yomost ae ạ,Giải trí & Gaming,Hào hứng
Hôm nay Cuối tuần đi nghe nhạc hít thở không khí trong lành mn ơi,Đời sống thường ngày,Thư giãn
"Hôm nay Làm sai bét câu cuối môn Quản trị hệ thống, tiếc đứt ruột mn ơi",Học tập,Buồn rầu
"Hôm nay Hôm nay xui xẻo, lỡ làm đi siêu thị hỏng hihi",Đời sống thường ngày,Buồn rầu
Buồn cười quá Đọc liền tù tì bộ truyện Manhwa cuốn quá vãi,Giải trí & Gaming,Thư giãn
Hôm nay Thức trắng đêm ôn cấu hình Router haha,Học tập,Căng thẳng
Đang Đợi tập gym mỏi hết cả chân hihi,Đời sống thường ngày,Căng thẳng
Đang Bug PSU 650W fix cả đêm chưa xong trầm cảm :((,Khoa học & Công nghệ,Căng thẳng
"Nay Game Wuthering Waves dạo này chán quá, hết hứng chơi quá",Giải trí & Gaming,Buồn rầu
Buồn cười quá Pha ly cà phê ngồi nấu ăn ngắm phố phường hihi,Đời sống thường ngày,Thư giãn
Hôm nay trời đẹp đi nghe nhạc quá xá đã quá,Đời sống thường ngày,Vui vẻ
Nay Test thành công hệ thống database Firebase :((,Khoa học & Công nghệ,Hào hứng
Đọc liền tù tì bộ OBS stream cuốn quá vãi,Giải trí & Gaming,Thư giãn
Cày Wuthering Waves giải trí sau giờ học haha,Giải trí & Gaming,Thư giãn
Thề luôn Đang code ngon thì code PHP dở chứng ae ạ,Khoa học & Công nghệ,Buồn rầu
Buồn cười quá Trời mưa ngập đường không đi dạo phố được chán quá :((,Đời sống thường ngày,Buồn rầu
Nay Nay mới tậu router mạng dùng sướng vãi ae ạ,Khoa học & Công nghệ,Hào hứng
Đang Lỡ tay xóa mất router mạng không cứu được vãi,Khoa học & Công nghệ,Buồn rầu
Tự nhiên Gặp team tạ trong chuột FPS ức chế thật quá,Giải trí & Gaming,Căng thẳng
Nay Làm ván chuột FPS cho nhẹ đầu quá,Giải trí & Gaming,Thư giãn
Đang Ăn trúng quán nghe nhạc ngon bá cháy,Đời sống thường ngày,Vui vẻ
"Đang Roll mãi không ra waifu trong board game, trầm cảm mn ơi",Giải trí & Gaming,Buồn rầu
Đang Gặp lại bạn cũ đi ăn quán vỉa hè cười thả ga chán,Đời sống thường ngày,Vui vẻ
Thề luôn Bug API fix cả đêm chưa xong trầm cảm thật sự,Khoa học & Công nghệ,Căng thẳng
Đang Đọc liền tù tì bộ truyện Manhwa cuốn quá ae ạ,Giải trí & Gaming,Thư giãn
Nay Mai thi môn thi cuối kỳ mà chưa chữ nào vào đầu thật sự,Học tập,Căng thẳng
"Màn hình xanh vì mạng ảo Kathara, hoang mang tột độ ae ạ",Khoa học & Công nghệ,Căng thẳng
"Tự nhiên Cấu hình thành công card màn hình, tối nay ngủ ngon rồi thật sự",Khoa học & Công nghệ,Hào hứng
"Nay Làm sai bét câu cuối môn đồ án niên luận, tiếc đứt ruột chán",Học tập,Buồn rầu
Đang Thuyết trình CT179 thành công rực rỡ vãi,Học tập,Hào hứng
Hôm nay Chơi rank Kim Cương bị giật lag ping cao bực mình mn ơi,Giải trí & Gaming,Căng thẳng
Đang Trốn việc đi đi siêu thị xả stress ae ạ,Đời sống thường ngày,Thư giãn
Buồn cười quá Ping Đấu Trường Chân Lý nhảy lên 999ms nản luôn quá,Giải trí & Gaming,Căng thẳng
Đợi đi siêu thị mỏi hết cả chân ae ạ,Đời sống thường ngày,Căng thẳng
"Tự nhiên Game Return of the Disaster-Class Hero dạo này chán quá, hết hứng chơi vãi",Giải trí & Gaming,Buồn rầu
Buồn cười quá Bị khóa acc Đấu Trường Chân Lý oan ức quá :((,Giải trí & Gaming,Buồn rầu
Hôm nay Test thành công hệ thống database Firebase mn ơi,Khoa học & Công nghệ,Hào hứng
Thề luôn Đợi ngủ nướng mỏi hết cả chân haha,Đời sống thường ngày,Căng thẳng
Buồn cười quá Bị khóa acc Đấu Trường Chân Lý oan ức quá thật sự,Giải trí & Gaming,Buồn rầu
Tự nhiên Trốn việc đi đi siêu thị xả stress hihi,Đời sống thường ngày,Thư giãn
Thề luôn Cuối tuần đi dọn dẹp nhà cửa hít thở không khí trong lành,Đời sống thường ngày,Thư giãn
Tự nhiên Được tặng món quà đi siêu thị vui quá quá,Đời sống thường ngày,Vui vẻ
Hôm nay Bị khóa acc Đấu Trường Chân Lý oan ức quá quá,Giải trí & Gaming,Buồn rầu
Buồn cười quá Mới cài xong chip Ryzen chạy bao mượt ae ạ,Khoa học & Công nghệ,Hào hứng
Nay Trời mưa nằm nhà tập gym là sướng nhất vãi,Đời sống thường ngày,Thư giãn
Nay Cuối tuần ngồi chơi board game chill chill thật sự,Giải trí & Gaming,Thư giãn
Làm đồ án với PSU 650W mà code không chạy thật sự,Khoa học & Công nghệ,Căng thẳng
Buồn cười quá Đạt điểm A môn Quản trị hệ thống sung sướng quá :((,Học tập,Hào hứng
Trời mưa ngập đường không đi xem phim Donghua được chán quá haha,Đời sống thường ngày,Buồn rầu
Sáng ra Bị đồng đội toxic trong Minecraft bực cả mình mn ơi,Giải trí & Gaming,Căng thẳng
Tự nhiên Làm bài tập Cấu trúc dữ liệu với team mệt mỏi quá mn ơi,Học tập,Căng thẳng
Tự nhiên Mở được nhân vật xịn trong board game bá cháy :((,Giải trí & Gaming,Hào hứng
"Hôm nay Rớt môn thi cuối kỳ rồi, buồn quá quá",Học tập,Buồn rầu
Đang Cày truyện Manhwa giải trí sau giờ học :((,Giải trí & Gaming,Thư giãn
"Sáng ra Nhà cúp điện đen thui, không thể chạy xe quanh Cần Thơ được, chán thật quá",Đời sống thường ngày,Buồn rầu
Sáng ra Gặp chuyện bực mình lúc ăn mì tôm mn ơi,Đời sống thường ngày,Căng thẳng
"Nay Tài khoản server Linux bị khóa, khóc ròng thật sự",Khoa học & Công nghệ,Buồn rầu
"Hôm nay Game Đấu Trường Chân Lý dạo này chán quá, hết hứng chơi :v",Giải trí & Gaming,Buồn rầu
"Nay Màn hình xanh vì code PHP, hoang mang tột độ",Khoa học & Công nghệ,Căng thẳng
